Cultura,UF,Município,Inicio,Termino
Feijão Caupi,PA,Belterra,21-Mar,20-Jun
Feijão Caupi,PA,Benevides,21-May,10-Aug
Feijão Caupi,PA,Bom Jesus do Tocantins,01-Mar,30-Apr
Feijão Caupi,PA,Bonito,21-May,31-Jul
Feijão Caupi,PA,Bragança,21-May,20-Jul
Feijão Caupi,PA,Brasil Novo,21-Mar,20-Jun
Feijão Caupi,PA,Brejo Grande do Araguaia,01-Mar,20-Apr
Feijão Caupi,PA,Breu Branco,21-Mar,31-May
Feijão Caupi,PA,Bujaru,11-Apr,10-Aug
Feijão Caupi,PA,Cachoeira do Piriá,11-Apr,20-Jul
Feijão Caupi,PA,Cametá,11-Apr,20-Jul
Feijão Caupi,PA,Canaã dos Carajás,01-Mar,20-Apr
Feijão Caupi,PA,Capanema,21-May,31-Jul
Feijão Caupi,PA,Capitão Poço,21-Mar,20-Jul
Feijão Caupi,PA,Castanhal,21-May,10-Aug
Feijão Caupi,PA,Colares,21-May,10-Aug
Feijão Caupi,PA,Conceição do Araguaia,21-Feb,10-Apr
Feijão Caupi,PA,Concórdia do Pará,01-Apr,31-Jul
Feijão Caupi,PA,Cumaru do Norte,21-Feb,20-Apr
Feijão Caupi,PA,Curionópolis,01-Mar,20-Apr
Feijão Caupi,PA,Curuá,21-Mar,30-Jun
Feijão Caupi,PA,Curuçá,21-May,31-Jul
Feijão Caupi,PA,Dom Eliseu,01-Mar,10-May
Feijão Caupi,PA,Eldorado do Carajás,01-Mar,20-Apr
Feijão Caupi,PA,Faro,01-Apr,10-Oct
Feijão Caupi,PA,Floresta do Araguaia,21-Feb,20-Apr
Feijão Caupi,PA,Garrafão do Norte,01-Apr,10-Jul
Feijão Caupi,PA,Goianésia do Pará,01-Mar,20-May
Feijão Caupi,PA,Gurupá,01-May,20-Jul
Feijão Caupi,PA,Igarapé-Açu,21-May,31-Jul
Feijão Caupi,PA,Igarapé-Miri,11-Apr,31-Jul
Feijão Caupi,PA,Inhangapi,21-May,10-Aug
Feijão Caupi,PA,Ipixuna do Pará,21-Mar,20-Jun
Feijão Caupi,PA,Irituia,11-Apr,31-Jul
Feijão Caupi,PA,Itaituba,01-Mar,30-Sep
Feijão Caupi,PA,Itupiranga,01-Mar,10-May
Feijão Caupi,PA,Jacareacanga,01-Mar,20-May
Feijão Caupi,PA,Jacundá,01-Mar,10-May
Feijão Caupi,PA,Juruti,21-Mar,10-Oct
Feijão Caupi,PA,Limoeiro do Ajuru,11-Apr,31-Jul
Feijão Caupi,PA,Mãe do Rio,11-Apr,31-Jul
Feijão Caupi,PA,Magalhães Barata,21-May,31-Jul
Feijão Caupi,PA,Marabá,01-Mar,10-May
Feijão Caupi,PA,Maracanã,21-May,31-Jul
Feijão Caupi,PA,Marapanim,21-May,31-Jul
Feijão Caupi,PA,Marituba,21-May,10-Aug
Feijão Caupi,PA,Medicilândia,21-Mar,20-Jun
Feijão Caupi,PA,Melgaço,01-May,10-Jul
Feijão Caupi,PA,Mocajuba,21-Mar,20-Jun
Feijão Caupi,PA,Moju,21-Mar,10-Jul
Feijão Caupi,PA,Mojuí dos Campos,21-Mar,20-Jun
Feijão Caupi,PA,Monte Alegre,11-Apr,30-Jun
Feijão Caupi,PA,Nova Esperança do Piriá,21-Mar,30-Jun
Feijão Caupi,PA,Nova Ipixuna,01-Mar,30-Apr
Feijão Caupi,PA,Nova Timboteua,21-May,31-Jul
Feijão Caupi,PA,Novo Progresso,01-Mar,30-Apr
Feijão Caupi,PA,Novo Repartimento,01-Mar,20-May
Feijão Caupi,PA,Óbidos,21-Mar,10-Sep
Feijão Caupi,PA,Oeiras do Pará,21-Mar,31-Jul
Feijão Caupi,PA,Oriximiná,01-Apr,10-Sep
Feijão Caupi,PA,Ourém,21-May,31-Jul
Feijão Caupi,PA,Ourilândia do Norte,01-Mar,30-Apr
Feijão Caupi,PA,Pacajá,21-Mar,31-May
Feijão Caupi,PA,Palestina do Pará,01-Mar,20-Apr
Feijão Caupi,PA,Paragominas,01-Mar,10-Jun
Feijão Caupi,PA,Parauapebas,01-Mar,30-Apr
Feijão Caupi,PA,Pau D'Arco,21-Feb,20-Apr
Feijão Caupi,PA,Peixe-Boi,21-May,31-Jul
Feijão Caupi,PA,Piçarra,21-Feb,20-Apr
Feijão Caupi,PA,Placas,21-Mar,10-Oct
Feijão Caupi,PA,Portel,01-Apr,30-Jun
Feijão Caupi,PA,Porto de Moz,11-Apr,10-Jul
Feijão Caupi,PA,Prainha,11-Apr,30-Jun
Feijão Caupi,PA,Primavera,21-May,20-Jul
Feijão Caupi,PA,Quatipuru,21-May,20-Jul
Feijão Caupi,PA,Redenção,21-Feb,20-Apr
Feijão Caupi,PA,Rio Maria,21-Feb,20-Apr
Feijão Caupi,PA,Rondon do Pará,01-Mar,10-May
Feijão Caupi,PA,Rurópolis,21-Mar,30-Sep
Feijão Caupi,PA,Salinópolis,21-May,20-Jul
Feijão Caupi,PA,Santa Bárbara do Pará,21-May,10-Aug
Feijão Caupi,PA,Santa Izabel do Pará,21-May,10-Aug
Feijão Caupi,PA,Santa Luzia do Pará,01-May,20-Jul
Feijão Caupi,PA,Santa Maria das Barreiras,21-Feb,10-Apr
Feijão Caupi,PA,Santa Maria do Pará,21-May,31-Jul
Feijão Caupi,PA,Santana do Araguaia,11-Feb,10-Mar
Feijão Caupi,PA,Santarém,21-Mar,30-Jun
Feijão Caupi,PA,Santarém Novo,21-May,31-Jul
Feijão Caupi,PA,Santo Antônio do Tauá,21-May,10-Aug
Feijão Caupi,PA,São Caetano de Odivelas,21-May,10-Aug
Feijão Caupi,PA,São Domingos do Araguaia,01-Mar,20-Apr
Feijão Caupi,PA,São Domingos do Capim,01-Apr,31-Jul
Feijão Caupi,PA,São Félix do Xingu,11-Feb,20-Mar
Feijão Caupi,PA,São Francisco do Pará,21-May,31-Jul
Feijão Caupi,PA,São Geraldo do Araguaia,01-Mar,20-Apr
Feijão Caupi,PA,São João da Ponta,21-May,31-Jul
Feijão Caupi,PA,São João de Pirabas,21-May,20-Jul
Feijão Caupi,PA,São João do Araguaia,01-Mar,20-Apr
Feijão Caupi,PA,São Miguel do Guamá,01-May,31-Jul
Feijão Caupi,PA,Sapucaia,01-Mar,20-Apr
Feijão Caupi,PA,Senador José Porfírio,21-Mar,20-Jun
Feijão Caupi,PA,Tailândia,21-Mar,20-Jun
Feijão Caupi,PA,Terra Alta,21-May,31-Jul
Feijão Caupi,PA,Terra Santa,01-Apr,10-Oct
Feijão Caupi,PA,Tomé-Açu,21-Mar,30-Jun
Feijão Caupi,PA,Tracuateua,21-May,20-Jul
Feijão Caupi,PA,Trairão,21-Mar,20-Sep
Feijão Caupi,PA,Tucumã,01-Mar,30-Apr
Feijão Caupi,PA,Tucuruí,21-Mar,20-May
Feijão Caupi,PA,Ulianópolis,01-Mar,10-May
Feijão Caupi,PA,Uruará,21-Mar,20-Jun
Feijão Caupi,PA,Vigia,21-May,10-Aug
Feijão Caupi,PA,Viseu,01-May,20-Jul
Feijão Caupi,PA,Vitória do Xingu,21-Mar,20-Jun
Feijão Caupi,PA,Xinguara,01-Mar,20-Apr
Feijão Caupi,PB,Água Branca,01-Feb,10-Apr
Feijão Caupi,PB,Aguiar,01-Feb,20-Apr
Feijão Caupi,PB,Alagoa Grande,11-Feb,20-Jul
Feijão Caupi,PB,Alagoa Nova,11-Feb,10-Jul
Feijão Caupi,PB,Alagoinha,11-Feb,20-Jul
Feijão Caupi,PB,Alcantil,01-Mar,10-Jul
Feijão Caupi,PB,Algodão de Jandaíra,11-Feb,30-Jun
Feijão Caupi,PB,Alhandra,21-May,10-Aug
Feijão Caupi,PB,Amparo,11-Feb,20-May
Feijão Caupi,PB,Aparecida,21-Jan,20-Apr
Feijão Caupi,PB,Araçagi,11-Feb,20-Jul
Feijão Caupi,PB,Arara,11-Feb,10-Jul
Feijão Caupi,PB,Araruna,11-Feb,10-Jul
Feijão Caupi,PB,Areia,11-Feb,10-Jul
Feijão Caupi,PB,Areia de Baraúnas,11-Feb,10-May
Feijão Caupi,PB,Areial,11-Feb,30-Jun
Feijão Caupi,PB,Aroeiras,11-Feb,20-Jul
Feijão Caupi,PB,Assunção,11-Feb,20-May
Feijão Caupi,PB,Baía da Traição,11-Feb,31-Jul
Feijão Caupi,PB,Bananeiras,11-Feb,10-Jul
Feijão Caupi,PB,Baraúna,11-Feb,10-Jun
Feijão Caupi,PB,Barra de Santa Rosa,11-Feb,20-Jun
Feijão Caupi,PB,Barra de Santana,21-Feb,10-Jul
Feijão Caupi,PB,Barra de São Miguel,01-Mar,30-Jun
Feijão Caupi,PB,Bayeux,11-May,31-Jul
Feijão Caupi,PB,Belém,11-Feb,20-Jul
Feijão Caupi,PB,Belém do Brejo do Cruz,21-Feb,20-Apr
Feijão Caupi,PB,Bernardino Batista,21-Jan,30-Apr
Feijão Caupi,PB,Boa Ventura,01-Feb,10-Apr
Feijão Caupi,PB,Boa Vista,11-Feb,20-Jun
Feijão Caupi,PB,Bom Jesus,21-Feb,20-Apr
Feijão Caupi,PB,Bom Sucesso,21-Jan,20-Apr
Feijão Caupi,PB,Bonito de Santa Fé,01-Feb,10-Apr
Feijão Caupi,PB,Boqueirão,21-Feb,30-Jun
Feijão Caupi,PB,Borborema,11-Feb,10-Jul
Feijão Caupi,PB,Brejo do Cruz,21-Feb,20-Apr
Feijão Caupi,PB,Brejo dos Santos,21-Jan,20-Apr
Feijão Caupi,PB,Caaporã,21-May,10-Aug
Feijão Caupi,PB,Cabaceiras,11-Feb,20-Jun
Feijão Caupi,PB,Cabedelo,21-May,31-Jul
Feijão Caupi,PB,Cachoeira dos Índios,11-Feb,20-Apr
Feijão Caupi,PB,Cacimba de Areia,11-Feb,30-Apr
Feijão Caupi,PB,Cacimba de Dentro,11-Feb,30-Jun
Feijão Caupi,PB,Cacimbas,11-Feb,10-May
Feijão Caupi,PB,Caiçara,11-Feb,20-Jul
Feijão Caupi,PB,Cajazeiras,11-Feb,20-Apr
Feijão Caupi,PB,Cajazeirinhas,01-Feb,20-Apr
Feijão Caupi,PB,Caldas Brandão,11-Feb,20-Jul
Feijão Caupi,PB,Camalaú,11-Feb,20-Jun
Feijão Caupi,PB,Campina Grande,11-Feb,10-Jul
Feijão Caupi,PB,Capim,11-Feb,31-Jul
Feijão Caupi,PB,Caraúbas,11-Feb,20-Jun
Feijão Caupi,PB,Carrapateira,21-Feb,20-Apr
Feijão Caupi,PB,Casserengue,11-Feb,30-Jun
Feijão Caupi,PB,Catingueira,21-Jan,10-Apr
Feijão Caupi,PB,Catolé do Rocha,21-Jan,20-Apr
Feijão Caupi,PB,Caturité,21-Feb,30-Jun
Feijão Caupi,PB,Conceição,01-Feb,10-Apr
Feijão Caupi,PB,Condado,01-Feb,20-Apr
Feijão Caupi,PB,Conde,21-May,10-Aug
Feijão Caupi,PB,Congo,11-Feb,20-Jun
Feijão Caupi,PB,Coremas,01-Feb,20-Apr
Feijão Caupi,PB,Coxixola,11-Feb,10-Jun
Feijão Caupi,PB,Cruz do Espírito Santo,11-Feb,31-Jul
Feijão Caupi,PB,Cubati,11-Feb,10-Jun
Feijão Caupi,PB,Cuité,11-Feb,20-Jun
Feijão Caupi,PB,Cuité de Mamanguape,11-Feb,20-Jul
Feijão Caupi,PB,Cuitegi,11-Feb,20-Jul
Feijão Caupi,PB,Curral de Cima,11-Feb,20-Jul
Feijão Caupi,PB,Curral Velho,01-Feb,10-Apr
Feijão Caupi,PB,Damião,11-Feb,20-Jun
Feijão Caupi,PB,Desterro,11-Feb,10-May
Feijão Caupi,PB,Diamante,01-Feb,10-Apr
Feijão Caupi,PB,Dona Inês,11-Feb,10-Jul
Feijão Caupi,PB,Duas Estradas,11-Feb,20-Jul
Feijão Caupi,PB,Emas,01-Feb,10-Apr
Feijão Caupi,PB,Esperança,11-Feb,30-Jun
Feijão Caupi,PB,Fagundes,11-Feb,10-Jul
Feijão Caupi,PB,Frei Martinho,11-Feb,20-May
Feijão Caupi,PB,Gado Bravo,21-Feb,20-Jul
Feijão Caupi,PB,Guarabira,11-Feb,20-Jul
Feijão Caupi,PB,Gurinhém,11-Feb,20-Jul
Feijão Caupi,PB,Gurjão,11-Feb,20-Jun
Feijão Caupi,PB,Ibiara,01-Feb,10-Apr
Feijão Caupi,PB,Igaracy,01-Feb,20-Apr
Feijão Caupi,PB,Imaculada,01-Feb,10-Apr
Feijão Caupi,PB,Ingá,11-Feb,20-Jul
Feijão Caupi,PB,Itabaiana,11-Feb,31-Jul
Feijão Caupi,PB,Itaporanga,01-Feb,20-Apr
Feijão Caupi,PB,Itapororoca,11-Feb,20-Jul
Feijão Caupi,PB,Itatuba,11-Feb,20-Jul
Feijão Caupi,PB,Jacaraú,11-Feb,20-Jul
Feijão Caupi,PB,Jericó,21-Jan,20-Apr
Feijão Caupi,PB,João Pessoa,21-May,10-Aug
Feijão Caupi,PB,Joca Claudino,21-Jan,30-Apr
Feijão Caupi,PB,Juarez Távora,11-Feb,20-Jul
Feijão Caupi,PB,Juazeirinho,11-Feb,10-Jun
Feijão Caupi,PB,Junco do Seridó,11-Feb,20-May
Feijão Caupi,PB,Juripiranga,11-Feb,31-Jul
Feijão Caupi,PB,Juru,01-Feb,10-Apr
Feijão Caupi,PB,Lagoa,21-Jan,20-Apr
Feijão Caupi,PB,Lagoa de Dentro,11-Feb,20-Jul
Feijão Caupi,PB,Lagoa Seca,11-Feb,10-Jul
Feijão Caupi,PB,Lastro,21-Jan,20-Apr
Feijão Caupi,PB,Livramento,11-Feb,20-May
Feijão Caupi,PB,Logradouro,11-Feb,20-Jul
Feijão Caupi,PB,Lucena,11-May,31-Jul
Feijão Caupi,PB,Mãe D'Água,01-Feb,20-Apr
Feijão Caupi,PB,Malta,01-Feb,20-Apr
Feijão Caupi,PB,Mamanguape,11-Feb,31-Jul
Feijão Caupi,PB,Manaíra,01-Feb,10-Apr
Feijão Caupi,PB,Marcação,11-Feb,31-Jul
Feijão Caupi,PB,Mari,11-Feb,20-Jul
Feijão Caupi,PB,Marizópolis,21-Feb,20-Apr
Feijão Caupi,PB,Massaranduba,11-Feb,10-Jul
Feijão Caupi,PB,Mataraca,11-Feb,31-Jul
Feijão Caupi,PB,Matinhas,11-Feb,10-Jul
Feijão Caupi,PB,Mato Grosso,21-Jan,20-Apr
Feijão Caupi,PB,Maturéia,01-Feb,20-Apr
Feijão Caupi,PB,Mogeiro,11-Feb,20-Jul
Feijão Caupi,PB,Montadas,11-Feb,30-Jun
Feijão Caupi,PB,Monte Horebe,01-Feb,10-Apr
Feijão Caupi,PB,Monteiro,11-Feb,31-May
Feijão Caupi,PB,Mulungu,11-Feb,20-Jul
Feijão Caupi,PB,Natuba,11-Feb,20-Jul
Feijão Caupi,PB,Nazarezinho,21-Feb,20-Apr
Feijão Caupi,PB,Nova Floresta,11-Feb,10-Jun
Feijão Caupi,PB,Nova Olinda,01-Feb,10-Apr
Feijão Caupi,PB,Nova Palmeira,11-Feb,10-Jun
Feijão Caupi,PB,Olho D'Água,01-Feb,10-Apr
Feijão Caupi,PB,Olivedos,11-Feb,20-Jun
Feijão Caupi,PB,Ouro Velho,11-Feb,10-May
Feijão Caupi,PB,Parari,11-Feb,10-Jun
Feijão Caupi,PB,Passagem,11-Feb,10-May
Feijão Caupi,PB,Patos,01-Feb,20-Apr
Feijão Caupi,PB,Paulista,21-Jan,20-Apr
Feijão Caupi,PB,Pedra Branca,01-Feb,10-Apr
Feijão Caupi,PB,Pedra Lavrada,11-Feb,10-Jun
Feijão Caupi,PB,Pedras de Fogo,21-Feb,31-Jul
Feijão Caupi,PB,Pedro Régis,11-Feb,20-Jul
Feijão Caupi,PB,Piancó,01-Feb,10-Apr
Feijão Caupi,PB,Picuí,11-Feb,10-Jun
Feijão Caupi,PB,Pilar,11-Feb,31-Jul
Feijão Caupi,PB,Pilões,11-Feb,10-Jul
Feijão Caupi,PB,Pilõezinhos,11-Feb,20-Jul
Feijão Caupi,PB,Pirpirituba,11-Feb,20-Jul
Feijão Caupi,PB,Pitimbu,21-May,10-Aug
Feijão Caupi,PB,Pocinhos,11-Feb,30-Jun
Feijão Caupi,PB,Poço Dantas,21-Jan,30-Apr
Feijão Caupi,PB,Poço de José de Moura,21-Jan,30-Apr
Feijão Caupi,PB,Pombal,21-Jan,20-Apr
Feijão Caupi,PB,Prata,11-Feb,20-May
Feijão Caupi,PB,Princesa Isabel,01-Feb,10-Apr
Feijão Caupi,PB,Puxinanã,11-Feb,30-Jun
Feijão Caupi,PB,Queimadas,11-Feb,10-Jul
Feijão Caupi,PB,Quixabá,11-Feb,30-Apr
Feijão Caupi,PB,Remígio,11-Feb,30-Jun
Feijão Caupi,PB,Riachão,11-Feb,10-Jul
Feijão Caupi,PB,Riachão do Bacamarte,11-Feb,20-Jul
Feijão Caupi,PB,Riachão do Poço,11-Feb,31-Jul
Feijão Caupi,PB,Riacho de Santo Antônio,01-Mar,30-Jun
Feijão Caupi,PB,Riacho dos Cavalos,21-Feb,20-Apr
Feijão Caupi,PB,Rio Tinto,11-Feb,31-Jul
Feijão Caupi,PB,Salgadinho,11-Feb,20-May
Feijão Caupi,PB,Salgado de São Félix,11-Feb,20-Jul
Feijão Caupi,PB,Santa Cecília,01-Mar,10-Jul
Feijão Caupi,PB,Santa Cruz,21-Jan,20-Apr
Feijão Caupi,PB,Santa Helena,21-Feb,20-Apr
Feijão Caupi,PB,Santa Inês,01-Feb,10-Apr
Feijão Caupi,PB,Santa Luzia,11-Feb,10-May
Feijão Caupi,PB,Santa Rita,21-Feb,31-Jul
Feijão Caupi,PB,Santa Teresinha,01-Feb,20-Apr
Feijão Caupi,PB,Santana de Mangueira,01-Feb,10-Apr
Feijão Caupi,PB,Santana dos Garrotes,01-Feb,10-Apr
Feijão Caupi,PB,Santo André,11-Feb,10-Jun
Feijão Caupi,PB,São Bentinho,21-Jan,20-Apr
Feijão Caupi,PB,São Bento,21-Feb,20-Apr
Feijão Caupi,PB,São Domingos,21-Feb,20-Apr
Feijão Caupi,PB,São Domingos do Cariri,11-Feb,20-Jun
Feijão Caupi,PB,São Francisco,21-Jan,20-Apr
Feijão Caupi,PB,São João do Cariri,11-Feb,20-Jun
Feijão Caupi,PB,São João do Rio do Peixe,21-Jan,20-Apr
Feijão Caupi,PB,São João do Tigre,11-Feb,20-Jun
Feijão Caupi,PB,São José da Lagoa Tapada,21-Feb,20-Apr
Feijão Caupi,PB,São José de Caiana,01-Feb,10-Apr
Feijão Caupi,PB,São José de Espinharas,01-Feb,20-Apr
Feijão Caupi,PB,São José de Piranhas,01-Feb,20-Apr
Feijão Caupi,PB,São José de Princesa,01-Feb,10-Apr
Feijão Caupi,PB,São José do Bonfim,01-Feb,20-Apr
Feijão Caupi,PB,São José do Brejo do Cruz,21-Feb,20-Apr
Feijão Caupi,PB,São José do Sabugi,11-Feb,10-May
Feijão Caupi,PB,São José dos Cordeiros,11-Feb,31-May
Feijão Caupi,PB,São José dos Ramos,11-Feb,31-Jul
Feijão Caupi,PB,São Mamede,11-Feb,10-May
Feijão Caupi,PB,São Miguel de Taipu,11-Feb,31-Jul
Feijão Caupi,PB,São Sebastião de Lagoa de Roça,11-Feb,10-Jul
Feijão Caupi,PB,São Sebastião do Umbuzeiro,11-Feb,20-Jun
Feijão Caupi,PB,São Vicente do Seridó,11-Feb,10-Jun
Feijão Caupi,PB,Sapé,11-Feb,31-Jul
Feijão Caupi,PB,Serra Branca,11-Feb,10-Jun
Feijão Caupi,PB,Serra da Raiz,11-Feb,20-Jul
Feijão Caupi,PB,Serra Grande,01-Feb,20-Apr
Feijão Caupi,PB,Serra Redonda,11-Feb,20-Jul
Feijão Caupi,PB,Serraria,11-Feb,10-Jul
Feijão Caupi,PB,Sertãozinho,11-Feb,20-Jul
Feijão Caupi,PB,Sobrado,11-Feb,31-Jul
Feijão Caupi,PB,Solânea,11-Feb,10-Jul
Feijão Caupi,PB,Soledade,11-Feb,20-Jun
Feijão Caupi,PB,Sossego,11-Feb,20-Jun
Feijão Caupi,PB,Sousa,21-Jan,20-Apr
Feijão Caupi,PB,Sumé,11-Feb,31-May
Feijão Caupi,PB,Tacima,11-Feb,20-Jul
Feijão Caupi,PB,Taperoá,11-Feb,20-May
Feijão Caupi,PB,Tavares,01-Feb,10-Apr
Feijão Caupi,PB,Teixeira,01-Feb,20-Apr
Feijão Caupi,PB,Tenório,11-Feb,20-May
Feijão Caupi,PB,Triunfo,21-Jan,30-Apr
Feijão Caupi,PB,Uiraúna,21-Jan,30-Apr
Feijão Caupi,PB,Umbuzeiro,21-Feb,20-Jul
Feijão Caupi,PB,Várzea,11-Feb,30-Apr
Feijão Caupi,PB,Vieirópolis,21-Jan,20-Apr
Feijão Caupi,PB,Vista Serrana,11-Feb,20-Apr
Feijão Caupi,PB,Zabelê,11-Feb,10-Jun
Feijão Caupi,PE,Abreu e Lima,21-May,31-Jul
Feijão Caupi,PE,Afogados da Ingazeira,01-Feb,10-Apr
Feijão Caupi,PE,Afrânio,21-Jan,28-Feb
Feijão Caupi,PE,Agrestina,21-Feb,31-Jul
Feijão Caupi,PE,Água Preta,21-May,31-Jul
Feijão Caupi,PE,Águas Belas,11-Mar,10-Jul
Feijão Caupi,PE,Alagoinha,11-Feb,10-Jul
Feijão Caupi,PE,Aliança,21-Feb,31-Jul
Feijão Caupi,PE,Altinho,21-Feb,31-Jul
Feijão Caupi,PE,Amaraji,21-May,31-Jul
Feijão Caupi,PE,Angelim,21-Feb,31-Jul
Feijão Caupi,PE,Araçoiaba,21-May,31-Jul
Feijão Caupi,PE,Araripina,21-Jan,20-Mar
Feijão Caupi,PE,Arcoverde,11-Feb,10-May
Feijão Caupi,PE,Barra de Guabiraba,11-Feb,31-Jul
Feijão Caupi,PE,Barreiros,21-May,31-Jul
Feijão Caupi,PE,Belém de Maria,11-Feb,31-Jul
Feijão Caupi,PE,Belém do São Francisco,01-Feb,28-Feb
Feijão Caupi,PE,Belo Jardim,21-Feb,10-Jul
Feijão Caupi,PE,Betânia,01-Feb,10-Apr
Feijão Caupi,PE,Bezerros,21-Feb,31-Jul
Feijão Caupi,PE,Bodocó,21-Jan,31-Mar
Feijão Caupi,PE,Bom Conselho,11-Mar,31-Jul
Feijão Caupi,PE,Bom Jardim,11-Feb,31-Jul
Feijão Caupi,PE,Bonito,11-Feb,31-Jul
Feijão Caupi,PE,Brejão,11-Mar,31-Jul
Feijão Caupi,PE,Brejinho,01-Feb,20-Apr
Feijão Caupi,PE,Brejo da Madre de Deus,01-Mar,10-Jul
Feijão Caupi,PE,Buenos Aires,11-Feb,31-Jul
Feijão Caupi,PE,Buíque,11-Feb,30-Jun
Feijão Caupi,PE,Cabo de Santo Agostinho,21-May,31-Jul
Feijão Caupi,PE,Cabrobó,21-Jan,10-Mar
Feijão Caupi,PE,Cachoeirinha,21-Feb,20-Jul
Feijão Caupi,PE,Caetés,11-Mar,20-Jul
Feijão Caupi,PE,Calçado,21-Feb,31-Jul
Feijão Caupi,PE,Calumbi,21-Jan,10-Apr
Feijão Caupi,PE,Camaragibe,21-May,31-Jul
Feijão Caupi,PE,Camocim de São Félix,21-Feb,31-Jul
Feijão Caupi,PE,Camutanga,11-Feb,31-Jul
Feijão Caupi,PE,Canhotinho,21-Feb,31-Jul
Feijão Caupi,PE,Capoeiras,11-Mar,20-Jul
Feijão Caupi,PE,Carnaíba,01-Feb,10-Apr
Feijão Caupi,PE,Carnaubeira da Penha,01-Feb,10-Mar
Feijão Caupi,PE,Carpina,11-Feb,31-Jul
Feijão Caupi,PE,Caruaru,21-Feb,20-Jul
Feijão Caupi,PE,Casinhas,21-Feb,20-Jul
Feijão Caupi,PE,Catende,11-Feb,31-Jul
Feijão Caupi,PE,Cedro,01-Feb,31-Mar
Feijão Caupi,PE,Chã de Alegria,21-Feb,31-Jul
Feijão Caupi,PE,Chã Grande,11-Feb,31-Jul
Feijão Caupi,PE,Condado,21-Feb,31-Jul
Feijão Caupi,PE,Correntes,11-Mar,31-Jul
Feijão Caupi,PE,Cortês,21-May,31-Jul
Feijão Caupi,PE,Cumaru,21-Feb,31-Jul
Feijão Caupi,PE,Cupira,11-Feb,31-Jul
Feijão Caupi,PE,Custódia,01-Feb,10-Apr
Feijão Caupi,PE,Dormentes,21-Jan,28-Feb
Feijão Caupi,PE,Escada,21-May,31-Jul
Feijão Caupi,PE,Exu,01-Feb,10-Apr
Feijão Caupi,PE,Feira Nova,11-Feb,31-Jul
Feijão Caupi,PE,Ferreiros,11-Feb,31-Jul
Feijão Caupi,PE,Flores,01-Feb,10-Apr
Feijão Caupi,PE,Floresta,01-Feb,10-Mar
Feijão Caupi,PE,Frei Miguelinho,01-Mar,20-Jul
Feijão Caupi,PE,Gameleira,21-May,31-Jul
Feijão Caupi,PE,Garanhuns,11-Mar,31-Jul
Feijão Caupi,PE,Glória do Goitá,11-Feb,31-Jul
Feijão Caupi,PE,Goiana,21-May,31-Jul
Feijão Caupi,PE,Granito,21-Jan,31-Mar
Feijão Caupi,PE,Gravatá,11-Feb,31-Jul
Feijão Caupi,PE,Iati,11-Mar,20-Jul
Feijão Caupi,PE,Ibimirim,11-Feb,10-May
Feijão Caupi,PE,Ibirajuba,21-Feb,31-Jul
Feijão Caupi,PE,Igarassu,21-May,31-Jul
Feijão Caupi,PE,Iguaracy,01-Feb,20-Apr
Feijão Caupi,PE,Ilha de Itamaracá,11-Jun,31-Jul
Feijão Caupi,PE,Inajá,11-Feb,10-May
Feijão Caupi,PE,Ingazeira,01-Feb,10-Apr
Feijão Caupi,PE,Ipojuca,21-May,31-Jul
Feijão Caupi,PE,Ipubi,21-Jan,31-Mar
Feijão Caupi,PE,Itacuruba,11-Feb,28-Feb
Feijão Caupi,PE,Itaíba,21-Mar,10-Jul
Feijão Caupi,PE,Itambé,21-Feb,31-Jul
Feijão Caupi,PE,Itapetim,11-Feb,10-May
Feijão Caupi,PE,Itapissuma,21-May,31-Jul
Feijão Caupi,PE,Itaquitinga,21-May,31-Jul
Feijão Caupi,PE,Jaboatão dos Guararapes,21-May,31-Jul
Feijão Caupi,PE,Jaqueira,21-May,31-Jul
Feijão Caupi,PE,Jataúba,11-Feb,30-Jun
Feijão Caupi,PE,Jatobá,01-May,20-May
Feijão Caupi,PE,João Alfredo,21-Feb,31-Jul
Feijão Caupi,PE,Joaquim Nabuco,21-Feb,31-Jul
Feijão Caupi,PE,Jucati,11-Mar,31-Jul
Feijão Caupi,PE,Jupi,11-Mar,31-Jul
Feijão Caupi,PE,Jurema,21-Feb,31-Jul
Feijão Caupi,PE,Lagoa do Carro,11-Feb,31-Jul
Feijão Caupi,PE,Lagoa do Itaenga,11-Feb,31-Jul
Feijão Caupi,PE,Lagoa do Ouro,11-Mar,31-Jul
Feijão Caupi,PE,Lagoa dos Gatos,11-Feb,31-Jul
Feijão Caupi,PE,Lagoa Grande,01-Feb,20-Feb
Feijão Caupi,PE,Lajedo,21-Feb,31-Jul
Feijão Caupi,PE,Limoeiro,11-Feb,31-Jul
Feijão Caupi,PE,Macaparana,11-Feb,31-Jul
Feijão Caupi,PE,Machados,11-Feb,31-Jul
Feijão Caupi,PE,Manari,01-Apr,10-May
Feijão Caupi,PE,Maraial,11-Jun,31-Jul
Feijão Caupi,PE,Mirandiba,21-Jan,10-Mar
Feijão Caupi,PE,Moreilândia,01-Feb,31-Mar
Feijão Caupi,PE,Moreno,21-May,31-Jul
Feijão Caupi,PE,Nazaré da Mata,11-Feb,31-Jul
Feijão Caupi,PE,Olinda,11-Jun,31-Jul
Feijão Caupi,PE,Orobó,11-Feb,20-Jul
Feijão Caupi,PE,Orocó,11-Jan,28-Feb
Feijão Caupi,PE,Ouricuri,21-Jan,10-Mar
